Course_Code,Title,Department,Level,Semester,Units,Type,Is_Elective,Directory_Status,Priority,Category
PHY 107,GENERAL PRACTICAL PHYSICS 1,PHY,100,FIRST,1,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PHY 108,GENERAL PRACTICAL PHYSICS II,PHY,100,SECOND,1,CORE,No,MISSING,HIGH - Foundation Courses,Foundation/Support
PTE 301,PETROLEUM ENGINEERING LABORATORY I,PTE,300,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 302,PETROLEUM ENGINEERING LABORATORY II,PTE,300,SECOND,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 311,PETROLEUM PRODUCTION ENGINEERING I,PTE,300,FIRST,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 313,DRILLING FLUIDS TECHNOLOGY,PTE,300,FIRST,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 315,ENGINEERING ANALYSIS,PTE,300,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 317,INDUSTRIAL STUDIES I,PTE,300,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 319,DRILLING TECHNOLOGY I,PTE,300,FIRST,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 322,RESERVOIR ENGINEERING I,PTE,300,SECOND,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 324,HEAT AND MASS TRANSFER,PTE,300,SECOND,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 326,ENGINEERING ANALYSIS II,PTE,300,SECOND,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 328,PETROLEUM ENGINEERING ROCK MECHANICS,PTE,300,SECOND,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 330,INDUSTRIAL STUDIES II,PTE,300,SECOND,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 401,PETROLEUM ENGINEERING LABORATORY III,PTE,400,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 411,RESERVOIR ENGINEERING,PTE,400,FIRST,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 413,DRILLING TECHNOLOGY II,PTE,400,FIRST,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 415,PETROLEUM PRODUCTION ENGINEERING II,PTE,400,FIRST,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 417,WELL LOGGING,PTE,400,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 419,PETROLEUM GEOLOGY,PTE,400,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 421,APPLIED GEOPHYSICS AND PETROLEUM EXPLORATION,PTE,400,FIRST,2,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 423,INDUSTRIAL STUDIES III,PTE,400,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 500,PETROLEUM ENGINEERING RESEARCH PROJECT,PTE,500,SECOND,6,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 511,RESERVOIR ENGINEERING III,PTE,500,FIRST,3,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 512,ENHANCED OIL RECOVERY,PTE,500,SECOND,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 513,DRILLING TECHNOLOGY III,PTE,500,FIRST,3,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 514,PETROLEUM ECONOMICS,PTE,500,SECOND,2,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 515,PETROLEUM PRODUCTION ENGINEERING III,PTE,500,FIRST,3,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 516,MULTIPLE PHASE FLOW IN PIPES,PTE,500,SECOND,2,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 517,RESERVOIR MODELLING AND SIMULATION,PTE,500,FIRST,3,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
PTE 518,OIL POLLUTION AND CONTROL,PTE,500,SECOND,2,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 519,PROCESS TECNOLOGY,PTE,500,FIRST,3,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 520,OFFSHORE OPERATIONS,PTE,500,SECOND,2,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 521,PETROLEUM REFINING TECHNOLOGY,PTE,500,FIRST,3,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 522,PETROLEUM PRODUCT TRANSPORT AND STORAGE,PTE,500,SECOND,2,CORE,No,EXISTS,MEDIUM - Core Program Incomplete,Core Engineering
PTE 523,NATURAL GAS PROCESSING,PTE,500,FIRST,2,CORE,No,MISSING,MEDIUM - Core Program Incomplete,Core Engineering
TCH 101,INTRODUCTION TO CHEMICAL ENGINEERING,TCH,100,FIRST,2,CORE,No,EXISTS,LOW - Well Covered,Well Represented
AAE 318,Unknown Title,AAE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Core Program Incomplete,Core Engineering
CHE 541,Unknown Title,CHE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Moderate Coverage,Core Engineering
CHE 574,Unknown Title,CHE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Moderate Coverage,Core Engineering
COE 471,Unknown Title,COE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Moderate Coverage,Core Engineering
CSC 101,Unknown Title,CSC,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
EEE 461,Unknown Title,EEE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
EEE 513,Unknown Title,EEE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
EEE 552,Unknown Title,EEE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
ENG 342,Unknown Title,ENG,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
GST 113,Unknown Title,GST,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
GST 115,Unknown Title,GST,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
MCT 405,Unknown Title,MCT,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
MME 411,Unknown Title,MME,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,LOW - Documentation Update,Documentation Issue
PTE 425,Unknown Title,PTE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Core Program Incomplete,Core Engineering
PTE 451,Unknown Title,PTE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Core Program Incomplete,Core Engineering
PTE 525,Unknown Title,PTE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Core Program Incomplete,Core Engineering
PTE 526,Unknown Title,PTE,Unknown,Unknown,Unknown,Unknown,Unknown,EXISTS_NOT_IN_JSON,MEDIUM - Core Program Incomplete,Core Engineering
